company,category,country,city,website,email,phone,status,audit_a,audit_a_reason,audit_b,audit_b_reason,source_url,notes
Royal Wagenborg,shipowner_operator,Netherlands,Delfzijl,https://www.wagenborg.com/,,,needs_review,plausible,"Search budget exhausted; matches well-known family-owned Dutch shipowner headquartered in Delfzijl, but unverified by live search.",plausible,"Matches known family-owned Delfzijl shipowner with wagenborg.com and a large general cargo fleet, but search budget exhausted so not independently confirmed.",https://www.wagenborg.com/,"Family-owned; ~160 general cargo vessels serving predominantly Baltic and NW Europe; offices in Sweden and Finland; HQ Marktstraat 10, Delfzijl."
Samskip,shipowner_operator,Netherlands,Rotterdam,https://www.samskip.com/,,,needs_review,plausible,"Search budget exhausted; matches well-known Rotterdam-headquartered multimodal short-sea operator, but no live search evidence obtained.",plausible,"Matches known Rotterdam-headquartered multimodal short-sea operator with samskip.com, but search budget exhausted so not independently confirmed.",https://www.samskip.com/our-company/,"Multimodal/short-sea container operator; Baltic and North Sea services incl. Gothenburg, Aarhus, Rotterdam, Cuxhaven and Iceland loops."
Color Line AS,shipowner_operator,Norway,Oslo,https://www.colorline.com/,,,needs_review,plausible,"Matches known facts (Oslo-based, largest Norwegian cruiseferry operator), but no live search verification was possible due to exhausted search budget.",plausible,colorline.com and Oslo HQ match known facts for Norway's largest cruiseferry line; no live search possible.,https://en.wikipedia.org/wiki/Color_Line_(ferry_operator),"Largest Norwegian cruiseferry line; HQ Filipstadveien 25, Oslo."
Fjord Line AS,shipowner_operator,Norway,Egersund,https://www.fjordline.com/,,,needs_review,plausible,"Matches known facts (Egersund-based Norway-Denmark ferry operator), but no live search verification was possible due to exhausted search budget.",plausible,Norwegian Norway–Denmark operator HQ'd in Egersund matches known facts; official site fjordline.com; no live search possible.,https://en.wikipedia.org/wiki/Fjord_Line,"Norwegian ferry operator (Norway-Denmark passenger and cargo), founded 1993, HQ Egersund."
UECC (United European Car Carriers),shipowner_operator,Norway,Oslo,https://uecc.com/,,,needs_review,plausible,"Search budget exhausted; matches known Oslo-based short-sea ro-ro car carrier jointly owned by NYK and Wallenius Lines, but unverified by live search.",plausible,"Matches known Oslo-based short-sea ro-ro carrier jointly owned by NYK and Wallenius with uecc.com, but search budget exhausted so not independently confirmed.",https://en.wikipedia.org/wiki/United_European_Car_Carriers,"Short-sea ro-ro car carrier line in Europe, jointly owned by NYK and Wallenius Lines; frequent North Sea/Baltic port calls."
Utkilen AS,shipowner_operator,Norway,Bergen,https://www.utkilen.no/,,,needs_review,plausible,"Search budget exhausted; known as a real Bergen-based chemical tanker owner, but not independently confirmed this session.",plausible,"Search budget exhausted, no live check; matches known facts (Bergen chemical tanker owner, utkilen.no).",https://www.utkilen.no/,"Owns/operates 15 chemical tankers (6,000-17,000 dwt); major Northern Europe chemical/bulk liquid carrier, founded 1967."
Wilson ASA,shipowner_operator,Norway,Bergen,https://www.wilsonship.no/,,,needs_review,plausible,"Search budget exhausted; known as a real Bergen-based short sea shipping company, but not independently confirmed this session.",plausible,"Search budget exhausted, no live check; matches known facts (Bergen-based, one of Europe's largest short sea operators, ~100+ vessels).",https://en.wikipedia.org/wiki/Wilson_(company),One of Europe's largest short sea shipping companies; ~100 vessels (64 owned); heavy Baltic/North Sea trading.
Polferries (Polska Żegluga Bałtycka SA),shipowner_operator,Poland,Kołobrzeg,https://www.polferries.pl/,,,needs_review,plausible,"Company, Kołobrzeg HQ and Poland-Scandinavia ferry business match known facts, but the 2026 POLSCA merger note could not be verified with the search budget exhausted.",plausible,"Company is real (Kołobrzeg, Poland) but its primary official domain is polferries.pl not polferries.com, and the noted March 2026 merger of operations into POLSCA S.A. means this entry may soon be stale—could not verify merger status (post-cutoff, no search available).",https://polferries.com/about-company/about-us/,"Largest Polish ferry operator, Poland-Scandinavia routes; note: operations merged into new operator POLSCA S.A. with Unity Line (from March 2026)."
Polsteam (Polska Żegluga Morska),shipowner_operator,Poland,Szczecin,https://polsteam.com/,,,needs_review,plausible,"Matches known facts (Szczecin-based largest Polish shipowner, parent of Unity Line), but no live search verification was possible due to exhausted search budget.",plausible,polsteam.com and Szczecin HQ match known facts for Poland's largest shipowner and Unity Line parent; no live search possible.,https://polsteam.com/en/polish-steamship-company-offer/baltic-cargo-passenger-transport/,Poland's largest shipping company (bulk carriers); parent of Unity Line ferry business.
Unity Line,shipowner_operator,Poland,Szczecin,https://unityline.pl/,,,needs_review,plausible,"Matches known facts (Szczecin-based Polsteam ferry brand on Świnoujście-Sweden routes), but the POLSCA takeover note could not be verified with the search budget exhausted.",plausible,"Polsteam-owned Szczecin ferry brand (unityline.pl) matches known facts, but the claimed takeover by POLSCA S.A. from 30 March 2026 flags this as a likely defunct/merged brand—unverifiable without search.",https://en.wikipedia.org/wiki/Unity_Line,Polsteam-owned ferry operator on Świnoujście-Ystad/Trelleborg; operations taken over by POLSCA S.A. from 30 March 2026.
Ahlmark Lines AB,shipowner_operator,Sweden,,https://ahlmarklines.se/,,,needs_review,plausible,"Search budget exhausted; consistent with known Swedish shipowner (Karlstad, O.F. Ahlmark group), but website and details could not be verified.",plausible,"Known Swedish shipowner (Karlstad, part of Ahlmarks group) matching the description, but website ahlmarklines.se and details could not be independently confirmed due to exhausted search budget.",https://ahlmarklines.se/about-us/,"Swedish shipowner; timber-fitted 3,000-5,200 dwcc vessels ice-suited for Baltic trading; ~1 million tonnes annually across Europe."
AtoB@C Shipping,shipowner_operator,Sweden,,,,,needs_review,plausible,"Search budget exhausted; known as ESL Shipping's real Swedish dry cargo subsidiary, but not independently confirmed this session.",plausible,"Search budget exhausted, no live check; AtoB@C Shipping AB is known as ESL Shipping's Swedish coaster subsidiary, consistent with row.",https://www.eslshipping.com/,ESL Shipping's Swedish subsidiary; part of ~40-vessel dry cargo fleet in Baltic/North Sea (named in ESL Shipping search results).
Erik Thun AB,shipowner_operator,Sweden,Gothenburg,https://www.thun.se/,,,needs_review,plausible,"Search budget exhausted before verification; details match known Swedish shipowner (Thun Tankers, Gothia Tanker Alliance with Furetank), though group HQ is Lidkoping with Thun Tankers office in Gothenburg.",plausible,"Real Swedish shipowner (HQ Lidkoping, tanker ops via Gothenburg/Gothia Tanker Alliance), but thuntankers.com is the tanker-division site and the parent site is thun.se; search budget exhausted so not independently confirmed.",https://thuntankers.com/contact/,"Swedish shipowner (dry cargo and Thun Tankers); office Första Långgatan 26, Gothenburg; markets tankers via Gothia Tanker Alliance with Furetank."
Furetank Rederi AB,shipowner_operator,Sweden,Donsö,https://furetank.se/,,,needs_review,plausible,"Search budget exhausted; known as a real Donsö-based tanker owner in the Gothia Tanker Alliance, but not independently confirmed this session.",plausible,"Search budget exhausted, no live check; matches known facts (Donso tanker owner, Gothia Tanker Alliance, furetank.se).",https://furetank.se/,"Donsö-based tanker owner; visiting address Hinsholmens bryggväg 50, Västra Frölunda; part of Gothia Tanker Alliance."
Rederi AB Gotland (Destination Gotland),shipowner_operator,Sweden,Visby,,,,needs_review,plausible,"Search budget exhausted; known as a real Visby-based shipowner whose Destination Gotland subsidiary runs Gotland ferries, but not independently confirmed this session.",plausible,"Search budget exhausted, no live check; matches known facts (Gotlandsbolaget, Visby, Destination Gotland ro-pax ferries).",https://en.wikipedia.org/wiki/Destination_Gotland,"Gotlandsbolaget; subsidiary Destination Gotland runs four high-speed ro-pax ferries; invests in ferry, ro-ro and product tanker segments."
Stena Line,shipowner_operator,Sweden,Gothenburg,https://stenaline.com/,info@stenaline.com,,needs_review,plausible,"Company and Gothenburg HQ match known facts, but the directory-sourced email could not be verified because the search budget was exhausted.",plausible,"stenaline.com and Gothenburg HQ match known facts, but info@stenaline.com comes from a scraped directory (getprospect) and could not be verified—treat the email as unconfirmed though its domain matches the company.",https://getprospect.com/business-directory/stenaline,"One of the world's largest ferry operators; HQ Stena Line Scandinavia AB, Gothenburg; general email shown in directory listing."
Terntank,shipowner_operator,Sweden,Donsö,https://terntank.com/,,,needs_review,plausible,"Search budget exhausted; real Donsö-rooted tanker company, though group entities are also registered in Skagen, Denmark - country attribution needs live verification.",plausible,"Search budget exhausted, no live check; Terntank is a known Donso-rooted family tanker company (terntank.com), though parts of the group are Denmark-registered.",https://terntank.com/about-us/our-modern-story/,"Family-owned tanker shipping company based on Donsö, Swedish west coast; active in Baltic/North Sea product tanker trades."
Wallenius SOL,shipowner_operator,Sweden,Gothenburg,https://wallenius-sol.com/,,,needs_review,plausible,"Search budget exhausted; known as a real Gothenburg-based ro-ro liner JV of Wallenius Lines and SOL, but not independently confirmed this session.",plausible,"Search budget exhausted, no live check; matches known facts (2019 Wallenius Lines/SOL JV, Gothenburg, wallenius-sol.com).",https://wallenius-sol.com/en/welcome-wallenius-sol-and-our-sustainable-motorway-sea,Ro-ro/container liner JV of Wallenius Lines and Swedish Orient Line (2019) serving Gulf of Bothnia-Baltic-North Sea-UK; recently acquired Mann Lines and two Wagenborg ro-ros.
Mann Lines,shipowner_operator,United Kingdom,Harwich,,,,needs_review,plausible,"Search budget exhausted; consistent with known Harwich-based ro-ro/liner operator acquired by Wallenius SOL, but unverified by live search.",plausible,"Known Harwich-based operator acquired by Wallenius SOL (announced 2023), consistent with notes; website field empty (mannlines.com expected) and not independently confirmed due to exhausted search budget.",https://afloat.ie/port-news/port-and-shipping-news/item/66322-swedish-operator-wallenius-sol-acquires-uk-firm-to-extend-service-range-including-ireland,Harwich-based ro-ro/container liner and logistics provider active in Baltic trades; acquired by Wallenius SOL.
Cascade Marine Agencies Ltd,ship_agency,USA,,https://cascademarineagencies.com,,,rejected,failed,"Company exists and is an ASBA/FONASBA-accredited ship agency, but it is based in Vancouver, Washington, USA, not Canada.",failed,"Company exists but is headquartered in Vancouver, Washington, USA serving US Pacific coast ports, contradicting the listed country Canada.",https://www.fonasba.com/wp-content/uploads/2022/06/ASBA-QUALITY-STANDARD-June-2022.pdf,"Named in ASBA (North America) FONASBA Quality Standard approvals record surfaced in search results; country (Canada) inferred from general knowledge, not the search snippet."
